code,name
IMS 3V96,Regional Management Area Studies: Eastern Europe
IMS 4090,Management Internship
IMS 4091,International Social Sector Engagement and Community Outreach Practicum
IMS 4095,International Social Sector Engagement and Community Outreach Practicum
IMS 4310,Export Market Development
IMS 4320,International Marketing
IMS 4325,International Advertising and Promotion
IMS 4330,Global Human Resource Management
IMS 4332,International Negotiation
IMS 4334,International Leadership
IMS 4335,Social Sector Entrepreneurship and Community Engagement
IMS 4373,Global Strategy
IMS 4395,Capstone Senior Project - Global Business
IMS 4V81,Individual Study in International Management
IMS 4V90,Management Internship
IMS 4V94,Seminar Series in International Management
IPEC 3349,World Resources and Development
IPEC 4301,Political Economy of Industrialized Countries
IPEC 4302,Political Economy of Developing Countries
IPEC 4303,Political Economy of South and Southeast Asia
IPEC 4304,Political Economy of Latin America
IPEC 4305,"Topics in Science, Technology and Institutions"
IPEC 4306,Economic Development: Re-Engineering Places and Performances
IPEC 4307,Regional Topics in International Political Economy
IPEC 4308,Political Economy of Africa
IPEC 4309,Urban Development
IPEC 4310,Environmental and Health Policy in East Asia
IPEC 4311,Regional Topics in International Political Economy
IPEC 4312,The Intangible Economy: Exploring 21st-Century New Growth Frontiers
IPEC 4375,Benefit-Cost Analysis
IPEC 4376,Foreign Policy and Public Opinion
IPEC 4377,Politics of International Finance
IPEC 4384,Health and Environmental Policy: A Global Perspective
IPEC 4396,Topics in International Political Economy
IPEC 4V91,Undergraduate Research in International Political Economy
IPEC 4V97,Independent Study
IPEC 4V98,Internship
IPEC 4V99,Senior Honors in International Political Economy
ISAE 2121,Careers for ATEC Majors
ISAE 4V50,Internship
ISAH 2130,Careers for Arts and Humanities Majors
ISAH 2188,Enrichment in the Arts and Humanities
ISAH 4V50,Internship
ISAH 4V88,Special Interdisciplinary Topics in the Arts and Humanities
ISEC 4102,Computer Art Laboratory
ISEC 4201,The Computer and the Artist
ISEC 4395,Computing in Society
ISEC 4V87,Special Interdisciplinary Topics in Engineering or Computer Science
ISIS 3309,Dental Anthropology
ISIS 3310,Childhood Sexual Abuse: A Multidisciplinary Investigation
ISIS 3312,Women in Management
ISIS 3334,Environment in America
ISIS 3335,United States and East Asia
ISIS 3V70,Teaching Internship
ISIS 4303,"Business, Law and Culture"
ISIS 4304,Trials in American Culture
ISIS 4309,Diversity and Globalization
ISIS 4310,Health Strategy for Multicultural Populations
ISIS 4350,International Development: Cultural Impacts
ISIS 4V89,Special Topics in Interdisciplinary Studies
ISNS 2359,Earthquakes and Volcanoes
ISNS 2366,Global Climate Change
ISNS 2367,The Oceans
ISNS 2368,Weather and Climate
ISNS 3371,"The Phenomena of Nature: Forces, Gases, Motion, Heat, Light and Electricity"
ISNS 3373,Our Nearest Neighbors in the Sky
JAPN 1311,Beginning Japanese I
JAPN 1312,Beginning Japanese II
JAPN 2311,Intermediate Japanese I
JAPN 2312,Intermediate Japanese II
JAPN 2350,Business Japanese
JAPN 3311,Advanced Japanese I
JAPN 3312,Advanced Japanese II
JAPN 4301,Advanced Japanese Conversation
JAPN 4364,Advanced Japanese Culture
LANG 1311,Beginning Language Instruction I
LANG 1312,Beginning Language Instruction II
LANG 2312,Intermediate Language Instruction II
LANG 2V42,Topics in Language
LANG 2V71,Independent Study in Language
LANG 3342,Advanced Language Instruction
LANG 3348,Topics in Language
LANG 4348,Advanced Topics in Language
LANG 4V71,Independent Study in Language
LATS 2V71,Independent Study in Latin American Studies
LATS 3301,Latin American Literature
LATS 3302,Latin American Film
LATS 3303,Latin Social Dance
LATS 4V71,Independent Study in Latin American Studies
LATS 4V99,Senior Honors in Latin American Studies
LIT 1301,Introduction to Literature
LIT 2320,Survey A: Literature in English
LIT 2321,Survey B: Literature in Translation
LIT 2329,Introduction to Ethnic American Literature
LIT 2331,Introduction to World Literature
LIT 2350,Close Reading
LIT 2V71,Independent Study in Literature
LIT 3300,Western Literary Tradition
LIT 3309,Studies in the Short Story
LIT 3310,Studies in Epic and Romance
LIT 3312,Studies in Prose Narrative
LIT 3314,Studies in Poetry
LIT 3316,The Literature of Science Fiction
LIT 3317,The Literature of Fantasy
LIT 3319,Contexts
LIT 3320,Shakespeare
LIT 3328,Ethics in Literature
LIT 3330,Linguistics
LIT 3332,English Syntax and Mechanical Structure
LIT 3334,Literature of Science
LIT 3337,Comparisons
LIT 3338,Literary Theory and Aesthetic Philosophy
LIT 3339,Writing Literary Studies
LIT 4329,Single Author
LIT 4348,Topics in Literature
LIT 4390,Capstone
LIT 4V71,Independent Study in Literature
LIT 4V99,Senior Honors in Literature
MECH 1100,Introduction to Mechanical Engineering I
MECH 1208,Introduction to Mechanical Engineering II
MECH 1V95,Topics in Mechanical Engineering
MECH 2120,Mechanics of Materials Laboratory
MECH 2310,Statics
MECH 2320,Mechanics of Materials
MECH 2330,Dynamics
MECH 2340,Circuits and Applied Electronics
MECH 2V95,Topics in Mechanical Engineering
MECH 3105,Computer Aided Design Laboratory
MECH 3115,Fluid Mechanics Laboratory
MECH 3120,Heat Transfer Laboratory
MECH 3150,Kinematics and Dynamics Laboratory
MECH 3305,Computer Aided Design
MECH 3310,Thermodynamics
MECH 3315,Fluid Mechanics
MECH 3320,Heat Transfer
MECH 3340,System Dynamics Modeling and Analysis
MECH 3350,Kinematics and Dynamics of Mechanical Systems
MECH 3351,Design of Mechanical Systems
MECH 3360,Introduction to Materials Science
MECH 3370,Applied Thermodynamics
MECH 3380,Introduction to Computational Design and Analysis
MECH 3381,Introduction to Manufacturing Processes
MECH 3V95,Topics in Mechanical Engineering
MECH 4110,Systems and Controls Laboratory
MECH 4301,Intermediate Mechanics of Materials
MECH 4310,Systems and Controls
MECH 4320,Applications of Computational Tools in Thermal Fluid Science
MECH 4330,Intermediate Fluid Mechanics
MECH 4340,Mechanical Vibrations
MECH 4342,Introduction to Robotics
MECH 4360,Introduction to Nanostructured Materials
MECH 4370,Introduction to MEMS
MECH 4380,HVAC Systems
MECH 4381,Senior Design Project I
MECH 4382,Senior Design Project II
MECH 4399,Senior Honors in Mechanical Engineering
MECH 4V95,Topics in Mechanical Engineering
MECH 4V96,Individual Instruction in Mechanical Engineering
MECH 4V98,Undergraduate Research in Mechanical Engineering
MECO 3300,Introduction to Energy Technology
MECO 3330,Energy Economics
MECO 3340,Energy Law and Contracts
MECO 3360,Comparative Institutions of Production and Distribution
MECO 3361,Comparative Institutions of Production and Distribution II
MECO 4300,Energy Land Management
MECO 4315,Behavioral Economics and Finance
MECO 4340,Thinking Strategically
MECO 4342,Financial and Business Negotiation Analysis
MECO 4351,Industrial Organization and Corporate Strategy
MECO 4352,Applied Econometrics and Time Series Analysis
MECO 4370,Data Science Decision Making
MECO 4V90,Special Topics in Managerial Economics
MKT 3100,Professional Development
MKT 3200,Introduction to Business and Professional Development
MKT 3300,Principles of Marketing
MKT 3320,Product and Brand Management
MKT 3330,Introduction to Professional Selling
MKT 3331,Principles of Category Management
MKT 3340,Marketing Research
MKT 3V92,European Marketing Studies
MKT 4090,Marketing Internship
MKT 4320,International Marketing
MKT 4330,Digital and Internet Marketing
MKT 4331,Digital Prospecting
MKT 4332,Advanced Personal Selling
MKT 4333,Retailing and Distribution
MKT 4334,Social Media Marketing
MKT 4335,Category Buying
MKT 4336,E-Retailing
MKT 4337,Marketing Analytics
MKT 4338,Marketing Content Creation
MKT 4339,Marketing Creative Skills and Testing
MKT 4340,Consumer Behavior
MKT 4341,Predictive Analytics
MKT 4350,Advertising
MKT 4360,Social Marketing
MKT 4370,Marketing Projects
MKT 4390,Advanced Marketing Analytics
MKT 4395,Capstone Senior Project - Marketing
MKT 4V83,Individual Study in Marketing
MKT 4V90,Marketing Internship
MKT 4V93,Seminar Series in Marketing
MSEN 3301,Introduction to Nanoscience and Nanotechnology
MSEN 3302,"Microscopy, Spectroscopy, and Nanotech Instrumentation"
MSEN 3304,Materials Science for Sustainable Energy
MSEN 3310,Introduction to Materials Science
MSEN 4391,Technology of Plasma
MSEN 4V95,Undergraduate Research
MUSI 1306,Understanding Music
MUSI 1313,Fundamentals of Music
MUSI 2112,Guitar Ensemble I
MUSI 2113,Pep Band
MUSI 2120,Wind Ensemble I
MUSI 2124,Instrumental Ensemble I
MUSI 2126,Jazz Ensemble I
MUSI 2127,University Choir
MUSI 2128,String Orchestra I
MUSI 2129,Lower-Division Applied Music
MUSI 2311,Topics in Music
MUSI 2315,Guitar I
MUSI 2317,Piano I
MUSI 2319,Digital Music I
MUSI 2321,Music Cultures of the World
MUSI 2322,Music in Western Civilization
MUSI 2325,Vocal Instruction I
MUSI 2328,Music Theory I
MUSI 2329,Music Theory II
MUSI 2330,Music Theory III
MUSI 2V71,Independent Study in Music
MUSI 3112,Advanced Orchestra/Chamber Music Ensemble I
MUSI 3116,Guitar Ensemble II
MUSI 3118,String Orchestra II
MUSI 3120,Wind Ensemble II
MUSI 3122,Brass Ensemble I
MUSI 3130,Percussion Ensemble
MUSI 3131,Drumline
MUSI 3181,Instrumental Ensemble II
MUSI 3185,Chamber Singers I
MUSI 3186,Jazz Ensemble II
MUSI 3229,Upper-Division Applied Music
MUSI 3322,Music in Historical Context
MUSI 3324,Jazz History: Roots to Swing
MUSI 3325,Jazz History: Modern Jazz since BeBop
MUSI 3327,Music in Modern Culture
MUSI 3328,Advanced Theory and Keyboard Skills
MUSI 3330,Music Literature: Romantic to Modern
MUSI 3342,Topics in Music
MUSI 3380,Guitar II
MUSI 3382,Vocal Instruction II
MUSI 3384,Best of Broadway
MUSI 3387,Keyboard Skills for Contemporary Music
MUSI 3388,Piano II
MUSI 3389,Digital Music II
MUSI 4112,Advanced Orchestra/Chamber Music Ensemble II
MUSI 4116,Guitar Ensemble III
MUSI 4118,String Orchestra III
MUSI 4120,Wind Ensemble III
MUSI 4146,Instrumental Ensemble III
MUSI 4147,Vocal Ensemble III
MUSI 4185,Chamber Singers II
MUSI 4186,Jazz Ensemble III
MUSI 4322,Vocal Instruction III
MUSI 4345,Music Performance III
MUSI 4348,Creating Music
MUSI 4390,Senior Project in Music
MUSI 4V12,Chamber Music
MUSI 4V13,Chamber Music II
MUSI 4V61,Individual Instruction in Vocal Performance
MUSI 4V71,Independent Study in Music
NATS 1101,Natural Sciences and Mathematics Freshman Seminar
NATS 1141,UTeach STEP 1
NATS 1142,UTeach STEP 1
NATS 1143,UTeach STEP 2
NATS 1311,"The Universe, and Everything Else"
NATS 2330,The Basis of Evolution
NATS 2333,"Energy, Water, and the Environment"
NATS 2V10,Special Topics in Natural Sciences
NATS 3341,Knowing and Learning in Mathematics and Science
NATS 3343,Classroom Interactions
NATS 4141,UTeach Apprentice Teaching Seminar
NATS 4310,Advanced Writing in the Natural Sciences and Mathematics
NATS 4341,Project-Based Instruction
NATS 4390,Research Methods
NATS 4694,"UTeach Apprentice Teaching, 7-12 Science and Mathematics"
NATS 4696,"UTeach Apprentice Teaching, 4-8 Science and Mathematics"
NATS 4V41,Independent Study in Science and Math Education
NATS 4V90,Special Topics in Natural Sciences
NATS 4V91,Green Fellowship Directed Research
NSC 3344,Anatomy and Physiology of Speech and Hearing
NSC 3361,Introduction to Neuroscience
NSC 4193,Internship Preparation
NSC 4350,Medical Neuropathology
NSC 4351,Medical Neuroscience
NSC 4352,Cellular Neuroscience
NSC 4353,Neuroscience Laboratory Methods
NSC 4354,Integrative Neuroscience
NSC 4355,Advanced Neuroscience Laboratory
NSC 4356,Neurophysiology
NSC 4357,Neurobiology of Learning and Memory
NSC 4358,Neuroscience of Pain
NSC 4359,Cognitive Neuroscience
NSC 4360,Introduction to Entrepreneurship in Neuroscience
NSC 4361,Case Studies in Therapeutic Discovery in Neuroscience
NSC 4362,Molecular Neuroscience
NSC 4363,Neuropharmacology
NSC 4364,Journey into Medicine
NSC 4365,Laboratory Methods in Human Neuroscience
NSC 4366,Neuroanatomy
NSC 4367,Developmental Neurobiology
NSC 4370,Neuroendocrinology
NSC 4371,Neural Plasticity
NSC 4372,Neuroimmunology
NSC 4373,Sensory Neuroscience
NSC 4374,Neuroplasticity in Disorders of the Nervous System
NSC 4376,Neurobiology of Stress
NSC 4378,Neurotoxicology
NSC 4382,Neurobiology of Emotion
NSC 4383,Human Neurophysiology Lab
NSC 4385,Neuropsychology
NSC 4387,Neuropathology
NSC 4388,Medical Physiology
NSC 4389,Developmental Cognitive Neuroscience
NSC 4391,Writing and Independent Study
NSC 4394,Internship in Neuroscience
NSC 4395,Internship in Neuroscience II
NSC 4397,Thesis Research
NSC 4V75,Honors Seminar
NSC 4V90,Special Topics in Neuroscience
NSC 4V91,Green Fellowship Directed Research
NSC 4V95,Externship in Neuroscience
NSC 4V96,Teaching Internship
NSC 4V98,Directed Research
NSC 4V99,Independent Study
OBHR 3310,Organizational Behavior
OBHR 3311,Principles of Management
OBHR 3320,Groups and Teams
OBHR 3330,Introduction to Human Resource Management
OBHR 4090,Management Internship
OBHR 4300,Management of Non-Profit Organizations
OBHR 4310,Business Ethics
OBHR 4331,Compensation and Benefits Administration
OBHR 4333,Performance Management
OBHR 4334,Talent Acquisition and Management
OBHR 4335,Training and Development
OBHR 4336,Labor and Employee Relations
OBHR 4337,HR Analytics
OBHR 4338,Managing Diversity in Organizations
OBHR 4350,Introduction to Leading and Managing
OBHR 4352,Negotiation and Dispute Resolution
OBHR 4354,Leading Organizational Change
OBHR 4356,Power and Influence in Organizations
OBHR 4358,"Transformational Leadership, Ethics, and Social Responsibility in Practice"
OBHR 4361,The Human Resource Professional
OBHR 4370,Data Science Decision Making
OBHR 4395,Capstone Senior Project - Human Resource Management
OBHR 4V84,Individual Study
OBHR 4V90,Management Internship
OBHR 4V94,Seminar Series in Management
OPRE 3100,Professional Development
OPRE 3200,Introduction to Business and Professional Development
OPRE 3310,Operations Management
OPRE 3311,Introduction to Programming
OPRE 3312,Object-Oriented Programming
OPRE 3320,Integrated Supply Chain Management
OPRE 3330,Project Management
OPRE 3333,Quantitative Business Analysis
OPRE 3340,Advanced Business Quantitative Methods
OPRE 3360,Managerial Methods in Decision Making Under Uncertainty
OPRE 4090,Supply Chain Management Internship
OPRE 4310,Lean and Six Sigma Processes
OPRE 4320,Integrated SCM Information Systems
OPRE 4330,Global Logistics and Inventory Management
OPRE 4337,Marketing Analytics
OPRE 4340,"Purchasing, Sourcing, and Contract Management"
OPRE 4345,Retail Operations
OPRE 4350,Spreadsheet Modeling and Analytics
OPRE 4353,Business Analytics
OPRE 4395,Capstone Senior Project - Supply Chain Management
OPRE 4V81,Individual Study in Supply Chain Management
OPRE 4V90,Supply Chain Management Internship
OPRE 4V91,Seminar Series in Supply Chain Management
PA 2325,Introduction to Public and Nonprofit Management
PA 3306,Advanced Research and Writing for the Policy Sciences
PA 3310,Managing Government Organizations
PA 3314,Financial Management
PA 3333,Human Resources Management: Leading a Diverse Workforce
PA 3377,Urban Planning and Policy
PA 3378,Public Finance and Economics
PA 3379,Diversity in the Public Sector
PA 3380,Organizations: Theory and Behavior
PA 3381,Field Research Methods
PA 3382,Sustainable Communities
PA 4317,Field Research Practicum
PA 4340,Creating High Performance Organizations
PA 4345,Negotiation and Conflict Resolution
PA 4350,"Public Agencies, Management and Ethics"
PA 4351,Managing the Urban Environment
PA 4352,Emerging Communication Strategies in Public Service Organizations
PA 4355,Managing Nonprofit Organizations
PA 4370,"Leadership, Democracy, and Ethics"
PA 4386,Health and Social Policy
PA 4387,Project Management
PA 4390,Capstone - Social Entrepreneurship: Leading Change
PA 4396,Topics in Public Administration
PA 4V97,Independent Study in Public Administration
PA 4V98,Internship
PA 4V99,Senior Honors in Public Administration
PHIL 1301,Introduction to Philosophy
PHIL 1305,Introduction to Philosophy of Religion
PHIL 1306,Introduction to Ethics
PHIL 2303,Introduction to Logic
PHIL 2304,Understanding Scientific Inquiry
PHIL 2316,History of Philosophy I
PHIL 2317,History of Philosophy II
PHIL 3309,Philosophy of Technology
PHIL 3320,Medical Ethics
PHIL 3321,Philosophical Traditions I
PHIL 3322,Ancient Philosophy
PHIL 3323,Early Modern Philosophy
PHIL 3324,19th and 20th Century Philosophy
PHIL 3328,History and Philosophy of Science and Medicine
PHIL 3338,Literary Theory and Aesthetic Philosophy
PHIL 3357,Confronting Death
PHIL 3373,Philosophy of Mind
PHIL 3375,Contemporary Ethical Issues
PHIL 4308,Theories of Knowledge
PHIL 4321,Philosophy of Medicine
PHIL 4322,Philosophical Traditions II
PHIL 4323,Ethical Theories
PHIL 4324,Social and Political Philosophy
PHIL 4325,Philosophy of Art and Aesthetics
PHIL 4326,Major Figures
PHIL 4327,Great Texts
PHIL 4328,Philosophy Capstone Project
PHIL 4330,Continental Philosophy
PHIL 4331,Philosophy and Poetry
PHIL 4332,Philosophy of Race
PHIL 4333,Feminist Philosophy
PHIL 4344,Philosophy of Science
PHIL 4380,Topics in Philosophy
PHIL 4V71,Independent Study in Philosophy
PHIL 4V99,Senior Honors in Philosophy
PHIN 1100,Sports Conditioning
PHIN 1102,Racquetball
PHIN 1103,Beginning Tennis
PHIN 1104,Intermediate Tennis
PHIN 1106,Aerobics
PHIN 1107,Beginning Basketball
PHIN 1108,Beginning Volleyball
PHIN 1111,Special Topics in Physical Instruction
PHIN 1120,Beginning Yoga
PHIN 1121,Martial Arts and Self-Defense
PHIN 1122,Physical Fitness and Conditioning
PHIN 1129,Beginning Swimming
PHIN 1130,Intermediate Swimming
PHIN 2102,Racquetball II
PHIN 2120,Open Water Scuba
PHIN 2125,Intermediate Yoga
PHIN 2150,Soccer
PHIN 2151,Topics in Athletics
PHIN 2152,Baseball
PHIN 2153,Cheerleading
PHIN 2154,Cross Country
PPOL 4300,Capstone in Public Policy
PPOL 4301,"Law, Science, and Policy"
PPOL 4302,Data and Policy
PPOL 4303,The Internet and Public Policy
PPOL 4310,Law and Terrorism
PPOL 4311,Wicked Social Problems
PPOL 4312,"Death Penalty, the Law and Public Policy"
PPOL 4314,Family Violence and Public Policy
PPOL 4396,Topics in Public Policy
PPOL 4398,Internship
PPOL 4V91,Undergraduate Research in Public Policy
PPOL 4V96,Independent Study
PPOL 4V99,Senior Honors in Public Policy
PSCI 3301,Political Theory
PSCI 3303,Civil Liberties
PSCI 3306,Political Economy
PSCI 3310,Managing Government Organizations
PSCI 3322,Constitutional Law
PSCI 3323,American Federalism
PSCI 3325,American Public Policy
PSCI 3326,Politics and Business
PSCI 3327,American Foreign Policy
PSCI 3328,International Relations
PSCI 3333,Political Behavior
PSCI 3350,Comparative Politics
PSCI 3351,Comparative Courts and Law
PSCI 3353,Law and Gender
PSCI 3362,The American Political Institutions
PSCI 3364,Campaigns and Elections
PSCI 4301,"Law, Science, and Policy"
PSCI 4302,Data and Policy
PSCI 4303,Ethnic Politics
PSCI 4304,Energy and Environmental Politics and Policy
PSCI 4305,Political Research
PSCI 4306,Protest and Social Movements
PSCI 4307,Predicting Politics
PSCI 4308,Writing a Senior Thesis
PSCI 4310,Law and Terrorism
PSCI 4312,Politics of East Asia
PSCI 4313,Politics of China
PSCI 4314,Political Economy of East Asia
PSCI 4316,Civil War and Conflict Resolution
PSCI 4320,Political Psychology
PSCI 4321,Media and Politics
PSCI 4326,Political Parties and Interest Groups
PSCI 4328,Fake News
PSCI 4329,Global Politics
PSCI 4330,The Bible and Politics
PSCI 4331,Mexican Politics
PSCI 4332,Latin American Politics
PSCI 4334,Approaches to Peace
PSCI 4341,Politics of the Judicial Process
PSCI 4343,Congress and Public Policy
PSCI 4344,Race and Redistricting
PSCI 4347,The War on Drugs
PSCI 4348,Terrorism
PSCI 4354,Contemporary Political Thought
PSCI 4356,International Political Economy
PSCI 4357,Human Rights
PSCI 4359,International Conflict
PSCI 4360,The Political Economy of Multinational Corporations
PSCI 4363,International Law
PSCI 4364,Civil Rights Law and Society
PSCI 4370,Policy Making Process
PSCI 4372,Advocacy and Politics
PSCI 4373,Politics of National Memory
PSCI 4374,Policy Making in Austin
PSCI 4375,Advocacy in the State Legislature
PSCI 4376,Foreign Policy and Public Opinion
PSCI 4377,Women and Politics
PSCI 4378,"Migration, Refugee and Asylum Policy and Law"
PSCI 4396,Selected Topics in Government and Politics
PSCI 4398,Texas Legislative Internship
PSCI 4V65,Undergraduate Research in Political Science
PSCI 4V66,Mock Trial
PSCI 4V67,Moot Court
PSCI 4V76,Archer Center Washington Internship
PSCI 4V97,Independent Study in Government and Politics
PSCI 4V98,Internship
PSCI 4V99,Senior Honors in Government and Politics
REAL 3305,Real Estate Principles
REAL 3365,Real Estate Finance and Principles
REAL 4090,Real Estate Internship
REAL 4321,Real Estate Law and Contracts
REAL 4328,Real Estate Valuation
REAL 4V80,Internship in Real Estate
REAL 4V90,Individual Study in Real Estate
RHET 1302,Rhetoric
RHET 2302,Intermediate Composition and Rhetoric
RHET 3302,Visual Rhetoric
RHET 3303,Professional and Technical Writing in Career Fields
RHET 4302,Advanced Writing and Research
RHET 4303,Advanced Editing
RMIS 3370,Principles of Risk Management and Insurance
RMIS 3375,"Life, Accident and Health Insurance"
RMIS 4331,Business Liability Risk Management and Insurance
RMIS 4332,Commercial Property Risk Management and Insurance
RMIS 4333,Enterprise Risk Management
RMIS 4334,Insurance Law and Contracts
RMIS 4336,Risk Control and Safety Engineering
RMIS 4338,Financial Decision Making Processes for Risk Management
SOC 1301,Introduction to Sociology
SOC 2300,Introduction to Gender Studies
SOC 2303,"Culture, Media and Society"
SOC 2305,Individual and Society
SOC 2320,Contemporary Social Issues
SOC 3303,Classical Social Theory
SOC 3305,Applied Data Analysis
SOC 3315,Socio-Behavioral Sciences for Medicine
SOC 3320,Urban Sociology
SOC 3321,Deviance
SOC 3325,Race and Ethnicity
SOC 3331,Education and Society
SOC 3333,Religion in Society
SOC 3342,The Life Cycle
SOC 3343,Sociology of the Family
SOC 3344,Film and Society
SOC 3352,"Sex, Gender and Society"
SOC 3363,Immigrants and Immigration in U.S. Society
SOC 3379,Diversity in the Public Sector
SOC 3381,Field Research Methods
SOC 3382,Sustainable Communities
SOC 4302,"Class, Status, and Power"
SOC 4306,Advanced Sociological Research
SOC 4317,Field Research Practicum
SOC 4357,"Drugs, Alcohol and Society"
SOC 4369,Public Health and Society
SOC 4371,Mental Health and Illness
SOC 4372,Health and Illness
SOC 4375,Gender and Work
SOC 4384,Social Epidemiology
SOC 4385,Global Health and Society
SOC 4386,Health and Social Policy
SOC 4388,Religions in Global Societies
SOC 4396,Selected Topics in Sociology
SOC 4V97,Independent Study in Sociology
SOC 4V98,Internship
SOC 4V99,Senior Honors in Sociology
SPAN 1311,Beginning Spanish I
SPAN 1312,Beginning Spanish II
SPAN 2310,Spanish for Heritage Speakers
SPAN 2311,Intermediate Spanish I
SPAN 2312,Intermediate Spanish II
SPAN 3330,Medical Spanish
SPAN 3350,Business Spanish
SPAN 3363,Spanish Composition and Style
SPAN 3365,Advanced Spanish I
SPAN 3366,Advanced Spanish II
SPAN 4301,Advanced Spanish Conversation
SPAN 4302,Spanish Conversation and Community
SPAN 4315,Study Abroad in Spanish
SPAN 4364,Advanced Spanish Culture
SPAN 4366,Spanish and Latin American Literatures
SPAN 4367,The History of the Spanish Language
SPAU 3301,Communication Disorders
SPAU 3303,Normal Language Development
SPAU 3304,Communication Sciences
SPAU 3305,Language and Literacy Development
SPAU 3340,Articulation Disorders
SPAU 3341,Audiology
SPAU 3342,Exceptional Children
SPAU 3343,Phonetics
SPAU 3344,Anatomy and Physiology of Speech and Hearing
SPAU 3345,Neural Basis of Communication
SPAU 3388,Clinical Observation in Speech-Language Pathology
SPAU 3390,Clinical Practicum in Speech-Language Pathology
SPAU 4193,Internship Preparation
SPAU 4308,Language Disorders in Children
SPAU 4342,Assessment Procedures in Speech-Language Pathology
SPAU 4366,Clinical Report Writing
SPAU 4367,Development and Design of Therapeutic Resources
SPAU 4386,Adult Development and Aging
SPAU 4393,Language in Culture and Society
SPAU 4394,Multicultural Aspects of Communication Disorders
SPAU 4395,Issues in the Management of Persons with Hearing Impairment
SPAU 4396,Internship
SPAU 4397,Thesis Research
SPAU 4V75,Honors Seminar
SPAU 4V90,Special Topics in Speech-Language Pathology and Audiology
SPAU 4V96,Teaching Internship
SPAU 4V98,Directed Research
SPAU 4V99,Individual Study
THEA 1310,Understanding Theatre
THEA 1351,Acting 1
THEA 1352,Acting 2
THEA 2311,Topics in Theatre
THEA 2350,Voice for the Actor
THEA 2364,Musical Theatre Workshop
THEA 2371,Technical Theatre 1
THEA 2372,Improvisation
THEA 2373,Languages of the Body
THEA 2V71,Independent Study in Theatre
THEA 3310,Theatre/Performance Ensemble
THEA 3323,Performance in Historical Context
THEA 3324,Technical Theatre 2
THEA 3325,Directing
THEA 3342,Advanced Topics in Theatre
THEA 3351,Light Design
THEA 3352,Stage Management
THEA 3353,Theatrical Makeup
THEA 3356,Acting 3
THEA 3361,Performing Shakespeare
THEA 3372,Advanced Improvisation
THEA 3380,Theatre and Literature
THEA 3V10,Technical Theatre Practicum
THEA 4301,Acting for Film and Video
THEA 4310,Theatre Internship
THEA 4342,Advanced Topics in Technical Theatre
THEA 4V71,Independent Study in Theatre
UNIV 1010,Freshman Seminar
UNIV 1100,Freshman Seminar - Undeclared
UNIV 2010,Seminar for Pre-Law Professionals
UNIV 2012,Seminar: Evaluating Competencies for Entry to Health Professions Schools
UNIV 2020,Core Curriculum Assessment
UNIV 2074,Introductory University Engagement and Applied Leadership I
UNIV 2075,Introductory University Engagement and Applied Leadership II
UNIV 2114,Portfolio Seminar for UT PACT Students
UNIV 2V96,Special Topics I
UNIV 3010,Transfer Transitions
UNIV 3015,Travel Preparation
UNIV 3074,Intermediate University Engagement and Applied Leadership I
UNIV 3075,Intermediate University Engagement and Applied Leadership II
UNIV 3112,Research Practicum
UNIV 3310,Community-Engaged Service Learning
UNIV 4073,Advanced University Engagement and Applied Leadership I
UNIV 4074,Student Leadership
UNIV 4075,Advanced University Engagement and Applied Leadership II
UNIV 4076,Advanced Student Leadership
UNIV 4174,Theory and Practice of Group Motivation and Leadership
UNIV 4395,Topics: Online Education in a Massively Multiplayer Virtual World
VPAS 2V71,Independent Study in Visual and Performing Art
VPAS 3300,Elements of Art and Performance
VPAS 3340,Writing in the Arts
VPAS 4310,Entertainment Law
VPAS 4389,Theory and Practice of the Visual and Performing Arts
VPAS 4390,Senior Capstone
VPAS 4V71,Independent Study in Visual and Performing Art
VPAS 4V99,Senior Honors in Visual and Performing Art
